video,frame,seed,ablation,path,psnr,ssim,lpips,psnr_delta_vs_awgn,ssim_delta_vs_awgn,lpips_delta_vs_awgn,latency_ms,diffusion_steps,n_patches,wire_bytes,roundtrip_bitexact,failed,failure_stage,failure_message
01_person_walk,0,232440822,baseline,awgn,34.59379196166992,0.9345983862876892,0.12476953864097595,0.0,0.0,0.0,8428.038978017867,50,8,,,False,,
01_person_walk,0,232440822,baseline,digital_inprocess,35.3112907409668,0.9378401637077332,0.12577062845230103,0.717498779296875,0.0032417774200439453,0.0010010898113250732,8580.566202290356,50,8,,,False,,
01_person_walk,0,232440822,baseline,digital_wire,35.311180114746094,0.9378401637077332,0.12576967477798462,0.7173881530761719,0.0032417774200439453,0.001000136137008667,8660.363673232496,50,8,394925,True,False,,
01_person_walk,1,2061366112,baseline,awgn,34.175628662109375,0.9335188865661621,0.12667316198349,0.0,0.0,0.0,10378.64389643073,50,8,,,False,,
01_person_walk,1,2061366112,baseline,digital_inprocess,35.09537887573242,0.9369158744812012,0.12536466121673584,0.9197502136230469,0.0033969879150390625,-0.0013085007667541504,8971.07199113816,50,8,,,False,,
01_person_walk,1,2061366112,baseline,digital_wire,35.09535217285156,0.9369155764579773,0.12536118924617767,0.9197235107421875,0.0033966898918151855,-0.001311972737312317,9051.038607954979,50,8,394908,True,False,,
01_person_walk,2,3822363354,baseline,awgn,33.98855209350586,0.9344642758369446,0.1272142082452774,0.0,0.0,0.0,10190.471462905407,50,8,,,False,,
01_person_walk,2,3822363354,baseline,digital_inprocess,35.21297836303711,0.9385826587677002,0.12329661101102829,1.22442626953125,0.004118382930755615,-0.003917597234249115,9049.913850612938,50,8,,,False,,
01_person_walk,2,3822363354,baseline,digital_wire,35.21308135986328,0.9385826587677002,0.12329636514186859,1.2245292663574219,0.004118382930755615,-0.0039178431034088135,9016.751252114773,50,8,394896,True,False,,
01_person_walk,3,2496893516,baseline,awgn,34.952911376953125,0.9343984127044678,0.1183631643652916,0.0,0.0,0.0,10141.176181845367,50,8,,,False,,
01_person_walk,3,2496893516,baseline,digital_inprocess,35.32386016845703,0.9391849637031555,0.11941950023174286,0.37094879150390625,0.004786550998687744,0.0010563358664512634,9096.837444230914,50,8,,,False,,
01_person_walk,3,2496893516,baseline,digital_wire,35.32403564453125,0.939186155796051,0.11941540241241455,0.371124267578125,0.004787743091583252,0.0010522380471229553,8710.857031866908,50,8,394906,True,False,,
01_person_walk,4,179767279,baseline,awgn,34.814762115478516,0.9354491233825684,0.12150357663631439,0.0,0.0,0.0,10381.76389131695,50,8,,,False,,
01_person_walk,4,179767279,baseline,digital_inprocess,35.32456970214844,0.9395003318786621,0.1164533719420433,0.5098075866699219,0.00405120849609375,-0.005050204694271088,8979.934611357749,50,8,,,False,,
01_person_walk,4,179767279,baseline,digital_wire,35.324607849121094,0.9395001530647278,0.1164524108171463,0.5098457336425781,0.004051029682159424,-0.005051165819168091,8581.510799005628,50,8,394909,True,False,,
01_person_walk,5,2108700537,baseline,awgn,34.42306137084961,0.9341559410095215,0.12416015565395355,0.0,0.0,0.0,11020.052243955433,50,8,,,False,,
01_person_walk,5,2108700537,baseline,digital_inprocess,35.24837875366211,0.9386353492736816,0.11848831176757812,0.8253173828125,0.004479408264160156,-0.005671843886375427,8542.64120850712,50,8,,,False,,
01_person_walk,5,2108700537,baseline,digital_wire,35.248313903808594,0.9386346936225891,0.11848792433738708,0.8252525329589844,0.004478752613067627,-0.005672231316566467,8215.272425673902,50,8,394918,True,False,,
01_person_walk,6,3837355715,baseline,awgn,34.45824432373047,0.934047520160675,0.11910106986761093,0.0,0.0,0.0,10840.750790201128,50,8,,,False,,
01_person_walk,6,3837355715,baseline,digital_inprocess,35.219505310058594,0.9388992786407471,0.11785390973091125,0.761260986328125,0.0048517584800720215,-0.0012471601366996765,8373.102911747992,50,8,,,False,,
01_person_walk,6,3837355715,baseline,digital_wire,35.219451904296875,0.9388993382453918,0.11785911023616791,0.7612075805664062,0.004851818084716797,-0.0012419596314430237,8236.812968738377,50,8,394924,True,False,,
01_person_walk,7,2478724693,baseline,awgn,34.24400329589844,0.9341810345649719,0.11404944211244583,0.0,0.0,0.0,10680.892264470458,50,8,,,False,,
01_person_walk,7,2478724693,baseline,digital_inprocess,35.28821563720703,0.9388008117675781,0.118192657828331,1.0442123413085938,0.004619777202606201,0.004143215715885162,8948.874701745808,50,8,,,False,,
01_person_walk,7,2478724693,baseline,digital_wire,35.28834533691406,0.9388008713722229,0.11819735914468765,1.044342041015625,0.0046198368072509766,0.004147917032241821,8175.333000719547,50,8,394897,True,False,,
01_person_walk,8,50416580,baseline,awgn,34.48032760620117,0.9336667060852051,0.12111089378595352,0.0,0.0,0.0,10109.74721238017,50,8,,,False,,
01_person_walk,8,50416580,baseline,digital_inprocess,35.24928283691406,0.9378271698951721,0.11536126583814621,0.7689552307128906,0.004160463809967041,-0.005749627947807312,9145.051666535437,50,8,,,False,,
01_person_walk,8,50416580,baseline,digital_wire,35.2493896484375,0.9378262162208557,0.11536261439323425,0.7690620422363281,0.004159510135650635,-0.005748279392719269,7931.380913592875,50,8,394905,True,False,,
01_person_walk,9,1946581842,baseline,awgn,34.338233947753906,0.9313207268714905,0.12062123417854309,0.0,0.0,0.0,10552.233916707337,50,8,,,False,,
01_person_walk,9,1946581842,baseline,digital_inprocess,35.17521667480469,0.9364504218101501,0.11786030232906342,0.8369827270507812,0.005129694938659668,-0.0027609318494796753,8508.807142265141,50,8,,,False,,
01_person_walk,9,1946581842,baseline,digital_wire,35.17520523071289,0.9364500045776367,0.11786577105522156,0.8369712829589844,0.00512927770614624,-0.002755463123321533,8263.50411772728,50,8,394902,True,False,,
01_person_walk,10,1623539384,baseline,awgn,34.672996520996094,0.9332773089408875,0.119752436876297,0.0,0.0,0.0,10734.10017695278,50,8,,,False,,
01_person_walk,10,1623539384,baseline,digital_inprocess,35.3046875,0.9387896060943604,0.1164887547492981,0.6316909790039062,0.0055122971534729,-0.0032636821269989014,10024.866623803973,50,8,,,False,,
01_person_walk,10,1623539384,baseline,digital_wire,35.30448913574219,0.9387896656990051,0.11648619174957275,0.6314926147460938,0.005512356758117676,-0.003266245126724243,9098.339822143316,50,8,394911,True,False,,
01_person_walk,11,398593582,baseline,awgn,34.62519073486328,0.9300338625907898,0.12328130006790161,0.0,0.0,0.0,10947.814846411347,50,8,,,False,,
01_person_walk,11,398593582,baseline,digital_inprocess,35.16728973388672,0.935910701751709,0.12090448290109634,0.5420989990234375,0.0058768391609191895,-0.0023768171668052673,10506.413680501282,50,8,,,False,,
01_person_walk,11,398593582,baseline,digital_wire,35.167049407958984,0.9359100461006165,0.12090399116277695,0.5418586730957031,0.00587618350982666,-0.0023773089051246643,9212.294969707727,50,8,394907,True,False,,
01_person_walk,12,2395692948,baseline,awgn,32.84121322631836,0.9294106960296631,0.13008631765842438,0.0,0.0,0.0,11546.479295939207,50,8,,,False,,
01_person_walk,12,2395692948,baseline,digital_inprocess,34.981990814208984,0.9362449645996094,0.11856985092163086,2.140777587890625,0.006834268569946289,-0.011516466736793518,9817.601670511067,50,8,,,False,,
01_person_walk,12,2395692948,baseline,digital_wire,34.98197937011719,0.9362447261810303,0.11856711655855179,2.140766143798828,0.0068340301513671875,-0.011519201099872589,8856.141603551805,50,8,394885,True,False,,
01_person_walk,13,4190924546,baseline,awgn,34.21086883544922,0.9266703724861145,0.13595488667488098,0.0,0.0,0.0,11729.533327743411,50,8,,,False,,
01_person_walk,13,4190924546,baseline,digital_inprocess,35.0406608581543,0.9327676892280579,0.12471509724855423,0.8297920227050781,0.006097316741943359,-0.011239789426326752,9549.899469129741,50,8,,,False,,
01_person_walk,13,4190924546,baseline,digital_wire,35.040687561035156,0.9327676892280579,0.12472096085548401,0.8298187255859375,0.006097316741943359,-0.011233925819396973,9304.157618433237,50,8,394904,True,False,,
01_person_walk,14,1739127457,baseline,awgn,34.38743591308594,0.9275978207588196,0.12398108839988708,0.0,0.0,0.0,11881.55151065439,50,8,,,False,,
01_person_walk,14,1739127457,baseline,digital_inprocess,34.98153305053711,0.9330029487609863,0.12562435865402222,0.5940971374511719,0.005405128002166748,0.0016432702541351318,9535.59514414519,50,8,,,False,,
01_person_walk,14,1739127457,baseline,digital_wire,34.98137664794922,0.9330021739006042,0.12562575936317444,0.5939407348632812,0.005404353141784668,0.0016446709632873535,9328.280006535351,50,8,394874,True,False,,
01_person_walk,15,279956023,baseline,awgn,34.43253707885742,0.9312203526496887,0.11850132793188095,0.0,0.0,0.0,11444.742916151881,50,8,,,False,,
01_person_walk,15,279956023,baseline,digital_inprocess,35.148895263671875,0.9351312518119812,0.12262049317359924,0.7163581848144531,0.0039108991622924805,0.004119165241718292,9780.880654230714,50,8,,,False,,
01_person_walk,15,279956023,baseline,digital_wire,35.14909362792969,0.9351329803466797,0.12261440604925156,0.7165565490722656,0.003912627696990967,0.0041130781173706055,8898.957691155374,50,8,394886,True,False,,
01_person_walk,16,2309397389,baseline,awgn,34.396636962890625,0.929620087146759,0.12723824381828308,0.0,0.0,0.0,9963.768390007317,50,8,,,False,,
01_person_walk,16,2309397389,baseline,digital_inprocess,34.9603385925293,0.9344480633735657,0.11875288188457489,0.5637016296386719,0.004827976226806641,-0.008485361933708191,9894.05432716012,50,8,,,False,,
01_person_walk,16,2309397389,baseline,digital_wire,34.960296630859375,0.9344480633735657,0.11875223368406296,0.56365966796875,0.004827976226806641,-0.008486010134220123,8658.926453441381,50,8,394889,True,False,,
01_person_walk,17,4272007963,baseline,awgn,33.71650695800781,0.9280995726585388,0.12686774134635925,0.0,0.0,0.0,10628.017380833626,50,8,,,False,,
01_person_walk,17,4272007963,baseline,digital_inprocess,34.88715362548828,0.933111846446991,0.1207827478647232,1.1706466674804688,0.0050122737884521484,-0.006084993481636047,10350.10233335197,50,8,,,False,,
01_person_walk,17,4272007963,baseline,digital_wire,34.88706970214844,0.933112621307373,0.12077654898166656,1.170562744140625,0.0050130486488342285,-0.006091192364692688,8979.654071852565,50,8,394932,True,False,,
01_person_walk,18,1847506570,baseline,awgn,33.98945236206055,0.929976224899292,0.11083848774433136,0.0,0.0,0.0,10131.700027734041,50,8,,,False,,
01_person_walk,18,1847506570,baseline,digital_inprocess,34.97010040283203,0.9347591400146484,0.11742481589317322,0.9806480407714844,0.004782915115356445,0.006586328148841858,10382.260935381055,50,8,,,False,,
01_person_walk,18,1847506570,baseline,digital_wire,34.969974517822266,0.9347596764564514,0.11742166429758072,0.9805221557617188,0.004783451557159424,0.006583176553249359,9315.31270686537,50,8,394887,True,False,,
01_person_walk,19,421103132,baseline,awgn,34.301788330078125,0.9289148449897766,0.12403282523155212,0.0,0.0,0.0,10841.707037761807,50,8,,,False,,
